,image,label
9531,correct_mask/02955_Mask.jpg,correct_mask
4484,not_mask/04325.jpg,not_mask
10763,incorrect_mask/01796_Mask_Mouth_Chin.jpg,incorrect_mask
10786,incorrect_mask/00396_Mask_Mouth_Chin.jpg,incorrect_mask
6244,correct_mask/04785_Mask.jpg,correct_mask
1232,not_mask/04805.jpg,not_mask
10778,incorrect_mask/aug_321.jpg,incorrect_mask
2675,not_mask/04824.jpg,not_mask
1112,not_mask/02569.jpg,not_mask
7911,correct_mask/01006_Mask.jpg,correct_mask
13582,incorrect_mask/00770_Mask_Mouth_Chin.jpg,incorrect_mask
267,not_mask/01596.jpg,not_mask
10504,incorrect_mask/01381_Mask_Mouth_Chin.jpg,incorrect_mask
13514,incorrect_mask/02597_Mask_Mouth_Chin.jpg,incorrect_mask
5090,correct_mask/01931_Mask.jpg,correct_mask
8178,correct_mask/02907_Mask.jpg,correct_mask
7363,correct_mask/02414_Mask.jpg,correct_mask
3048,not_mask/03927.jpg,not_mask
13409,incorrect_mask/03627_Mask_Chin.jpg,incorrect_mask
9321,correct_mask/01164_Mask.jpg,correct_mask
1379,not_mask/04286.jpg,not_mask
4963,not_mask/04109.jpg,not_mask
11274,incorrect_mask/aug_439.jpg,incorrect_mask
13532,incorrect_mask/04687_Mask_Mouth_Chin.jpg,incorrect_mask
9357,correct_mask/correct_mask_001039.jpg,correct_mask
5436,correct_mask/03240_Mask.jpg,correct_mask
14534,incorrect_mask/01476_Mask_Mouth_Chin.jpg,incorrect_mask
3790,not_mask/03847.jpg,not_mask
620,not_mask/00608.jpg,not_mask
652,not_mask/00858.jpg,not_mask
7492,correct_mask/correct_mask_001087.jpg,correct_mask
14427,incorrect_mask/00044_Mask_Mouth_Chin.jpg,incorrect_mask
3473,not_mask/00099.jpg,not_mask
8074,correct_mask/correct_mask_001157.jpg,correct_mask
13705,incorrect_mask/04436_Mask_Mouth_Chin.jpg,incorrect_mask
6975,correct_mask/02252_Mask.jpg,correct_mask
8403,correct_mask/02908_Mask.jpg,correct_mask
11501,incorrect_mask/02785_Mask_Mouth_Chin.jpg,incorrect_mask
2516,not_mask/04131.jpg,not_mask
7251,correct_mask/04239_Mask.jpg,correct_mask
11235,incorrect_mask/01784_Mask_Mouth_Chin.jpg,incorrect_mask
7020,correct_mask/correct_mask_000733.jpg,correct_mask
13008,incorrect_mask/03675_Mask_Mouth_Chin.jpg,incorrect_mask
7917,correct_mask/04123_Mask.jpg,correct_mask
10556,incorrect_mask/02751_Mask_Mouth_Chin.jpg,incorrect_mask
14556,incorrect_mask/01773_Mask_Mouth_Chin.jpg,incorrect_mask
3603,not_mask/04189.jpg,not_mask
13028,incorrect_mask/00584_Mask_Mouth_Chin.jpg,incorrect_mask
13934,incorrect_mask/00904_Mask_Mouth_Chin.jpg,incorrect_mask
6167,correct_mask/03844_Mask.jpg,correct_mask
8769,correct_mask/correct_mask_001980.jpg,correct_mask
1506,not_mask/04952.jpg,not_mask
7203,correct_mask/02786_Mask.jpg,correct_mask
12710,incorrect_mask/04279_Mask_Chin.jpg,incorrect_mask
12995,incorrect_mask/04327_Mask_Mouth_Chin.jpg,incorrect_mask
10690,incorrect_mask/03692_Mask_Mouth_Chin.jpg,incorrect_mask
12107,incorrect_mask/incorrect-mask-2.jpg,incorrect_mask
6134,correct_mask/04131_Mask.jpg,correct_mask
14301,incorrect_mask/02123_Mask_Mouth_Chin.jpg,incorrect_mask
730,not_mask/04797.jpg,not_mask
11075,incorrect_mask/03097_Mask_Mouth_Chin.jpg,incorrect_mask
12083,incorrect_mask/03413_Mask_Mouth_Chin.jpg,incorrect_mask
5861,correct_mask/02454_Mask.jpg,correct_mask
10707,incorrect_mask/00122_Mask_Mouth_Chin.jpg,incorrect_mask
1745,not_mask/00671.jpg,not_mask
3853,not_mask/03855.jpg,not_mask
11454,incorrect_mask/aug_70.jpg,incorrect_mask
14310,incorrect_mask/02964_Mask_Chin.jpg,incorrect_mask
2709,not_mask/03176.jpg,not_mask
6494,correct_mask/03664_Mask.jpg,correct_mask
3388,not_mask/04268.jpg,not_mask
13957,incorrect_mask/04581_Mask_Chin.jpg,incorrect_mask
8406,correct_mask/02112_Mask.jpg,correct_mask
4947,not_mask/01810.jpg,not_mask
5400,correct_mask/02709_Mask.jpg,correct_mask
8081,correct_mask/02853_Mask.jpg,correct_mask
3126,not_mask/01679.jpg,not_mask
1156,not_mask/03412.jpg,not_mask
9606,correct_mask/02957_Mask.jpg,correct_mask
32,not_mask/01445.jpg,not_mask
9896,incorrect_mask/00874_Mask_Mouth_Chin.jpg,incorrect_mask
11553,incorrect_mask/03938_Mask_Mouth_Chin.jpg,incorrect_mask
1336,not_mask/00347.jpg,not_mask
13229,incorrect_mask/01549_Mask_Mouth_Chin.jpg,incorrect_mask
5123,correct_mask/03006_Mask.jpg,correct_mask
12561,incorrect_mask/01093_Mask_Mouth_Chin.jpg,incorrect_mask
13040,incorrect_mask/02517_Mask_Mouth_Chin.jpg,incorrect_mask
1610,not_mask/00027.jpg,not_mask
939,not_mask/00320.jpg,not_mask
11882,incorrect_mask/aug_207.jpg,incorrect_mask
4023,not_mask/03971.jpg,not_mask
5981,correct_mask/04826_Mask.jpg,correct_mask
11089,incorrect_mask/00685_Mask_Mouth_Chin.jpg,incorrect_mask
10794,incorrect_mask/01243_Mask_Mouth_Chin.jpg,incorrect_mask
745,not_mask/03624.jpg,not_mask
4083,not_mask/04735.jpg,not_mask
9287,correct_mask/04750_Mask.jpg,correct_mask
2877,not_mask/04370.jpg,not_mask
4747,not_mask/01380.jpg,not_mask
4701,not_mask/01217.jpg,not_mask
1741,not_mask/03200.jpg,not_mask
9319,correct_mask/04566_Mask.jpg,correct_mask
2651,not_mask/00126.jpg,not_mask
5702,correct_mask/00829_Mask.jpg,correct_mask
3002,not_mask/02075.jpg,not_mask
1821,not_mask/03242.jpg,not_mask
8517,correct_mask/correct_mask_000491.jpg,correct_mask
1330,not_mask/02495.jpg,not_mask
11923,incorrect_mask/01097_Mask_Mouth_Chin.jpg,incorrect_mask
957,not_mask/02275.jpg,not_mask
2110,not_mask/00090.jpg,not_mask
14016,incorrect_mask/04190_Mask_Mouth_Chin.jpg,incorrect_mask
4691,not_mask/00054.jpg,not_mask
1660,not_mask/01649.jpg,not_mask
13021,incorrect_mask/00252_Mask_Mouth_Chin.jpg,incorrect_mask
4884,not_mask/02564.jpg,not_mask
13057,incorrect_mask/02581_Mask_Mouth_Chin.jpg,incorrect_mask
655,not_mask/00769.jpg,not_mask
11784,incorrect_mask/02971_Mask_Mouth_Chin.jpg,incorrect_mask
10570,incorrect_mask/aug_442.jpg,incorrect_mask
9149,correct_mask/01093_Mask.jpg,correct_mask
5282,correct_mask/00144_Mask.jpg,correct_mask
12859,incorrect_mask/03600_Mask_Mouth_Chin.jpg,incorrect_mask
2199,not_mask/02557.jpg,not_mask
2960,not_mask/03788.jpg,not_mask
4640,not_mask/04177.jpg,not_mask
11247,incorrect_mask/01827_Mask_Mouth_Chin.jpg,incorrect_mask
12751,incorrect_mask/01590_Mask_Mouth_Chin.jpg,incorrect_mask
11178,incorrect_mask/04803_Mask_Mouth_Chin.jpg,incorrect_mask
6455,correct_mask/01581_Mask.jpg,correct_mask
14644,incorrect_mask/01287_Mask_Mouth_Chin.jpg,incorrect_mask
1405,not_mask/03634.jpg,not_mask
9440,correct_mask/03870_Mask.jpg,correct_mask
2625,not_mask/00538.jpg,not_mask
12848,incorrect_mask/aug_549.jpg,incorrect_mask
10510,incorrect_mask/03879_Mask_Mouth_Chin.jpg,incorrect_mask
12654,incorrect_mask/04323_Mask_Mouth_Chin.jpg,incorrect_mask
5770,correct_mask/04110_Mask.jpg,correct_mask
3148,not_mask/03251.jpg,not_mask
8749,correct_mask/03506_Mask.jpg,correct_mask
2873,not_mask/02100.jpg,not_mask
3916,not_mask/04558.jpg,not_mask
10076,incorrect_mask/02677_Mask_Mouth_Chin.jpg,incorrect_mask
7727,correct_mask/correct_mask_000436.jpg,correct_mask
6292,correct_mask/04557_Mask.jpg,correct_mask
14065,incorrect_mask/aug_138.jpg,incorrect_mask
76,not_mask/04153.jpg,not_mask
6888,correct_mask/03736_Mask.jpg,correct_mask
12670,incorrect_mask/01129_Mask_Mouth_Chin.jpg,incorrect_mask
13620,incorrect_mask/01552_Mask_Mouth_Chin.jpg,incorrect_mask
8222,correct_mask/01595_Mask.jpg,correct_mask
2260,not_mask/04458.jpg,not_mask
1775,not_mask/00065.jpg,not_mask
9572,correct_mask/02360_Mask.jpg,correct_mask
13387,incorrect_mask/02300_Mask_Mouth_Chin.jpg,incorrect_mask
93,not_mask/02686.jpg,not_mask
9974,incorrect_mask/00832_Mask_Mouth_Chin.jpg,incorrect_mask
4007,not_mask/00172.jpg,not_mask
8974,correct_mask/04922_Mask.jpg,correct_mask
5444,correct_mask/correct_mask_001583.jpg,correct_mask
10113,incorrect_mask/01402_Mask_Chin.jpg,incorrect_mask
3181,not_mask/00204.jpg,not_mask
9425,correct_mask/00987_Mask.jpg,correct_mask
1076,not_mask/03420.jpg,not_mask
2338,not_mask/02026.jpg,not_mask
5554,correct_mask/00110_Mask.jpg,correct_mask
1885,not_mask/01372.jpg,not_mask
5952,correct_mask/correct_mask_000247.jpg,correct_mask
11652,incorrect_mask/00258_Mask_Mouth_Chin.jpg,incorrect_mask
4323,not_mask/04510.jpg,not_mask
5612,correct_mask/04948_Mask.jpg,correct_mask
13185,incorrect_mask/03699_Mask_Chin.jpg,incorrect_mask
13751,incorrect_mask/02050_Mask_Mouth_Chin.jpg,incorrect_mask
2759,not_mask/02664.jpg,not_mask
10688,incorrect_mask/00360_Mask_Mouth_Chin.jpg,incorrect_mask
8054,correct_mask/correct_mask_001311.jpg,correct_mask
4030,not_mask/00318.jpg,not_mask
3352,not_mask/04032.jpg,not_mask
1437,not_mask/01063.jpg,not_mask
1233,not_mask/00925.jpg,not_mask
14506,incorrect_mask/04983_Mask_Mouth_Chin.jpg,incorrect_mask
4281,not_mask/00958.jpg,not_mask
12262,incorrect_mask/02444_Mask_Mouth_Chin.jpg,incorrect_mask
8240,correct_mask/03068_Mask.jpg,correct_mask
3102,not_mask/02097.jpg,not_mask
2465,not_mask/00773.jpg,not_mask
11805,incorrect_mask/00550_Mask_Chin.jpg,incorrect_mask
6518,correct_mask/01058_Mask.jpg,correct_mask
449,not_mask/01747.jpg,not_mask
9913,incorrect_mask/00745_Mask_Mouth_Chin.jpg,incorrect_mask
8290,correct_mask/00988_Mask.jpg,correct_mask
3621,not_mask/04556.jpg,not_mask
2317,not_mask/00684.jpg,not_mask
2185,not_mask/00562.jpg,not_mask
4477,not_mask/00794.jpg,not_mask
1890,not_mask/00471.jpg,not_mask
1155,not_mask/04928.jpg,not_mask
8873,correct_mask/correct_mask_002044.jpg,correct_mask
7637,correct_mask/00075_Mask.jpg,correct_mask
11498,incorrect_mask/00109_Mask_Mouth_Chin.jpg,incorrect_mask
1728,not_mask/02721.jpg,not_mask
8121,correct_mask/02645_Mask.jpg,correct_mask
10502,incorrect_mask/02688_Mask_Chin.jpg,incorrect_mask
7375,correct_mask/correct_mask_000009.jpg,correct_mask
11038,incorrect_mask/01255_Mask_Mouth_Chin.jpg,incorrect_mask
10999,incorrect_mask/03910_Mask_Mouth_Chin.jpg,incorrect_mask
11392,incorrect_mask/01623_Mask_Mouth_Chin.jpg,incorrect_mask
4392,not_mask/00362.jpg,not_mask
2503,not_mask/00931.jpg,not_mask
11107,incorrect_mask/00300_Mask_Mouth_Chin.jpg,incorrect_mask
2463,not_mask/00697.jpg,not_mask
11210,incorrect_mask/02192_Mask_Mouth_Chin.jpg,incorrect_mask
2846,not_mask/03316.jpg,not_mask
9069,correct_mask/01819_Mask.jpg,correct_mask
11782,incorrect_mask/02516_Mask_Mouth_Chin.jpg,incorrect_mask
1612,not_mask/01642.jpg,not_mask
5464,correct_mask/01607_Mask.jpg,correct_mask
2191,not_mask/01822.jpg,not_mask
1729,not_mask/02340.jpg,not_mask
9338,correct_mask/03515_Mask.jpg,correct_mask
10928,incorrect_mask/02679_Mask_Mouth_Chin.jpg,incorrect_mask
10198,incorrect_mask/aug_151.jpg,incorrect_mask
7854,correct_mask/03983_Mask.jpg,correct_mask
9406,correct_mask/00739_Mask.jpg,correct_mask
10355,incorrect_mask/incorrect-mask-26.jpg,incorrect_mask
14349,incorrect_mask/02834_Mask_Chin.jpg,incorrect_mask
8444,correct_mask/00435_Mask.jpg,correct_mask
14461,incorrect_mask/04655_Mask_Mouth_Chin.jpg,incorrect_mask
4047,not_mask/01701.jpg,not_mask
5263,correct_mask/02487_Mask.jpg,correct_mask
10586,incorrect_mask/00592_Mask_Mouth_Chin.jpg,incorrect_mask
7095,correct_mask/00150_Mask.jpg,correct_mask
7150,correct_mask/03168_Mask.jpg,correct_mask
4240,not_mask/01170.jpg,not_mask
10491,incorrect_mask/04600_Mask_Mouth_Chin.jpg,incorrect_mask
12659,incorrect_mask/aug_473.jpg,incorrect_mask
2755,not_mask/03359.jpg,not_mask
2492,not_mask/03876.jpg,not_mask
3139,not_mask/01974.jpg,not_mask
8332,correct_mask/correct_mask_000581.jpg,correct_mask
5272,correct_mask/correct_mask_000722.jpg,correct_mask
10094,incorrect_mask/00291_Mask_Mouth_Chin.jpg,incorrect_mask
3272,not_mask/00010.jpg,not_mask
12491,incorrect_mask/00978_Mask_Mouth_Chin.jpg,incorrect_mask
5701,correct_mask/correct_mask_001344.jpg,correct_mask
2889,not_mask/04044.jpg,not_mask
788,not_mask/02932.jpg,not_mask
12568,incorrect_mask/04154_Mask_Mouth_Chin.jpg,incorrect_mask
11225,incorrect_mask/01422_Mask_Mouth_Chin.jpg,incorrect_mask
11484,incorrect_mask/aug_66.jpg,incorrect_mask
8336,correct_mask/00606_Mask.jpg,correct_mask
10788,incorrect_mask/02294_Mask_Mouth_Chin.jpg,incorrect_mask
5437,correct_mask/04920_Mask.jpg,correct_mask
5964,correct_mask/01292_Mask.jpg,correct_mask
3377,not_mask/01951.jpg,not_mask
4527,not_mask/03577.jpg,not_mask
12528,incorrect_mask/03090_Mask_Mouth_Chin.jpg,incorrect_mask
1780,not_mask/04588.jpg,not_mask
14378,incorrect_mask/01365_Mask_Mouth_Chin.jpg,incorrect_mask
2959,not_mask/02659.jpg,not_mask
4936,not_mask/04653.jpg,not_mask
8209,correct_mask/correct_mask_000221.jpg,correct_mask
349,not_mask/02949.jpg,not_mask
5038,correct_mask/00439_Mask.jpg,correct_mask
5597,correct_mask/02654_Mask.jpg,correct_mask
3349,not_mask/03274.jpg,not_mask
42,not_mask/04729.jpg,not_mask
801,not_mask/01559.jpg,not_mask
3529,not_mask/04307.jpg,not_mask
8613,correct_mask/04106_Mask.jpg,correct_mask
981,not_mask/02309.jpg,not_mask
3458,not_mask/03684.jpg,not_mask
7252,correct_mask/correct_mask_001670.jpg,correct_mask
12429,incorrect_mask/02190_Mask_Mouth_Chin.jpg,incorrect_mask
12089,incorrect_mask/00254_Mask_Mouth_Chin.jpg,incorrect_mask
11243,incorrect_mask/04750_Mask_Mouth_Chin.jpg,incorrect_mask
8161,correct_mask/correct_mask_000682.jpg,correct_mask
5787,correct_mask/04119_Mask.jpg,correct_mask
7598,correct_mask/correct_mask_001211.jpg,correct_mask
6695,correct_mask/03199_Mask.jpg,correct_mask
10752,incorrect_mask/03503_Mask_Mouth_Chin.jpg,incorrect_mask
2756,not_mask/01355.jpg,not_mask
8526,correct_mask/00586_Mask.jpg,correct_mask
916,not_mask/04601.jpg,not_mask
4617,not_mask/01999.jpg,not_mask
1616,not_mask/02507.jpg,not_mask
13716,incorrect_mask/03494_Mask_Chin.jpg,incorrect_mask
6692,correct_mask/02961_Mask.jpg,correct_mask
2146,not_mask/00409.jpg,not_mask
1833,not_mask/03097.jpg,not_mask
5712,correct_mask/02902_Mask.jpg,correct_mask
5589,correct_mask/03383_Mask.jpg,correct_mask
5270,correct_mask/00568_Mask.jpg,correct_mask
13557,incorrect_mask/03760_Mask_Mouth_Chin.jpg,incorrect_mask
4714,not_mask/00771.jpg,not_mask
6956,correct_mask/correct_mask_000634.jpg,correct_mask
13169,incorrect_mask/00594_Mask_Mouth_Chin.jpg,incorrect_mask
10539,incorrect_mask/03622_Mask_Mouth_Chin.jpg,incorrect_mask
782,not_mask/03303.jpg,not_mask
12899,incorrect_mask/00926_Mask_Mouth_Chin.jpg,incorrect_mask
13118,incorrect_mask/03129_Mask_Mouth_Chin.jpg,incorrect_mask
12122,incorrect_mask/02678_Mask_Mouth_Chin.jpg,incorrect_mask
11906,incorrect_mask/aug_426.jpg,incorrect_mask
11112,incorrect_mask/04329_Mask_Chin.jpg,incorrect_mask
8836,correct_mask/correct_mask_001991.jpg,correct_mask
4838,not_mask/04276.jpg,not_mask
2401,not_mask/04501.jpg,not_mask
8673,correct_mask/02694_Mask.jpg,correct_mask
4205,not_mask/02214.jpg,not_mask
4641,not_mask/04657.jpg,not_mask
2152,not_mask/04248.jpg,not_mask
7959,correct_mask/01438_Mask.jpg,correct_mask
2947,not_mask/04530.jpg,not_mask
13903,incorrect_mask/aug_143.jpg,incorrect_mask
13493,incorrect_mask/04383_Mask_Mouth_Chin.jpg,incorrect_mask
3878,not_mask/02141.jpg,not_mask
6277,correct_mask/03651_Mask.jpg,correct_mask
8641,correct_mask/00820_Mask.jpg,correct_mask
11594,incorrect_mask/01824_Mask_Mouth_Chin.jpg,incorrect_mask
13148,incorrect_mask/03854_Mask_Mouth_Chin.jpg,incorrect_mask
5998,correct_mask/00655_Mask.jpg,correct_mask
8823,correct_mask/00428_Mask.jpg,correct_mask
3023,not_mask/03273.jpg,not_mask
9344,correct_mask/04188_Mask.jpg,correct_mask
3541,not_mask/01860.jpg,not_mask
3279,not_mask/04658.jpg,not_mask
6422,correct_mask/correct_mask_000113.jpg,correct_mask
13962,incorrect_mask/02667_Mask_Mouth_Chin.jpg,incorrect_mask
8563,correct_mask/03797_Mask.jpg,correct_mask
5381,correct_mask/correct_mask_000143.jpg,correct_mask
2804,not_mask/00113.jpg,not_mask
2211,not_mask/01623.jpg,not_mask
7053,correct_mask/02232_Mask.jpg,correct_mask
8829,correct_mask/correct_mask_000425.jpg,correct_mask
10744,incorrect_mask/02740_Mask_Mouth_Chin.jpg,incorrect_mask
3133,not_mask/04795.jpg,not_mask
7520,correct_mask/00715_Mask.jpg,correct_mask
8651,correct_mask/correct_mask_001250.jpg,correct_mask
13626,incorrect_mask/04194_Mask_Mouth_Chin.jpg,incorrect_mask
4320,not_mask/04717.jpg,not_mask
8124,correct_mask/03219_Mask.jpg,correct_mask
2107,not_mask/03778.jpg,not_mask
9430,correct_mask/02680_Mask.jpg,correct_mask
11078,incorrect_mask/02254_Mask_Mouth_Chin.jpg,incorrect_mask
3973,not_mask/04815.jpg,not_mask
13193,incorrect_mask/01664_Mask_Mouth_Chin.jpg,incorrect_mask
3034,not_mask/04515.jpg,not_mask
8250,correct_mask/00255_Mask.jpg,correct_mask
9515,correct_mask/02401_Mask.jpg,correct_mask
4663,not_mask/04175.jpg,not_mask
3286,not_mask/02347.jpg,not_mask
2367,not_mask/02379.jpg,not_mask
8976,correct_mask/03850_Mask.jpg,correct_mask
11277,incorrect_mask/03790_Mask_Mouth_Chin.jpg,incorrect_mask
440,not_mask/04342.jpg,not_mask
12358,incorrect_mask/04571_Mask_Mouth_Chin.jpg,incorrect_mask
12032,incorrect_mask/03115_Mask_Mouth_Chin.jpg,incorrect_mask
6991,correct_mask/03659_Mask.jpg,correct_mask
4692,not_mask/00429.jpg,not_mask
13124,incorrect_mask/04214_Mask_Mouth_Chin.jpg,incorrect_mask
7859,correct_mask/03298_Mask.jpg,correct_mask
9626,correct_mask/04244_Mask.jpg,correct_mask
1224,not_mask/04004.jpg,not_mask
12518,incorrect_mask/04143_Mask_Mouth_Chin.jpg,incorrect_mask
2592,not_mask/03490.jpg,not_mask
3247,not_mask/01871.jpg,not_mask
2812,not_mask/00492.jpg,not_mask
9269,correct_mask/00905_Mask.jpg,correct_mask
6572,correct_mask/04407_Mask.jpg,correct_mask
7932,correct_mask/02921_Mask.jpg,correct_mask
2691,not_mask/02294.jpg,not_mask
4132,not_mask/01524.jpg,not_mask
6466,correct_mask/03727_Mask.jpg,correct_mask
5814,correct_mask/03584_Mask.jpg,correct_mask
2249,not_mask/03526.jpg,not_mask
2552,not_mask/02940.jpg,not_mask
10351,incorrect_mask/03496_Mask_Mouth_Chin.jpg,incorrect_mask
10318,incorrect_mask/03301_Mask_Mouth_Chin.jpg,incorrect_mask
9842,incorrect_mask/02883_Mask_Mouth_Chin.jpg,incorrect_mask
11891,incorrect_mask/00037_Mask_Chin.jpg,incorrect_mask
3649,not_mask/04362.jpg,not_mask
380,not_mask/01175.jpg,not_mask
10103,incorrect_mask/00821_Mask_Mouth_Chin.jpg,incorrect_mask
9875,incorrect_mask/03374_Mask_Mouth_Chin.jpg,incorrect_mask
8394,correct_mask/00151_Mask.jpg,correct_mask
5183,correct_mask/03096_Mask.jpg,correct_mask
7699,correct_mask/04676_Mask.jpg,correct_mask
1360,not_mask/02133.jpg,not_mask
3196,not_mask/03663.jpg,not_mask
2037,not_mask/02171.jpg,not_mask
486,not_mask/04771.jpg,not_mask
9713,correct_mask/02253_Mask.jpg,correct_mask
10857,incorrect_mask/02728_Mask_Mouth_Chin.jpg,incorrect_mask
783,not_mask/03094.jpg,not_mask
7807,correct_mask/04249_Mask.jpg,correct_mask
6127,correct_mask/04760_Mask.jpg,correct_mask
14111,incorrect_mask/00027_Mask_Chin.jpg,incorrect_mask
13313,incorrect_mask/00860_Mask_Mouth_Chin.jpg,incorrect_mask
3238,not_mask/00744.jpg,not_mask
6105,correct_mask/02873_Mask.jpg,correct_mask
8598,correct_mask/04784_Mask.jpg,correct_mask
5128,correct_mask/00320_Mask.jpg,correct_mask
8961,correct_mask/04253_Mask.jpg,correct_mask
14626,incorrect_mask/00747_Mask_Mouth_Chin.jpg,incorrect_mask
9068,correct_mask/correct_mask_000770.jpg,correct_mask
6321,correct_mask/03917_Mask.jpg,correct_mask
7877,correct_mask/02811_Mask.jpg,correct_mask
14557,incorrect_mask/02498_Mask_Mouth_Chin.jpg,incorrect_mask
1915,not_mask/01252.jpg,not_mask
5511,correct_mask/00697_Mask.jpg,correct_mask
7277,correct_mask/02301_Mask.jpg,correct_mask
7553,correct_mask/correct_mask_000383.jpg,correct_mask
8203,correct_mask/02342_Mask.jpg,correct_mask
3464,not_mask/02101.jpg,not_mask
2138,not_mask/00197.jpg,not_mask
13397,incorrect_mask/01463_Mask_Mouth_Chin.jpg,incorrect_mask
5292,correct_mask/00273_Mask.jpg,correct_mask
742,not_mask/00782.jpg,not_mask
9236,correct_mask/04284_Mask.jpg,correct_mask
7968,correct_mask/correct_mask_000588.jpg,correct_mask
11133,incorrect_mask/04430_Mask_Mouth_Chin.jpg,incorrect_mask
10565,incorrect_mask/01196_Mask_Mouth_Chin.jpg,incorrect_mask
13754,incorrect_mask/incorrect-mask-52.jpg,incorrect_mask
13733,incorrect_mask/04683_Mask_Mouth_Chin.jpg,incorrect_mask
4480,not_mask/03268.jpg,not_mask
3442,not_mask/02871.jpg,not_mask
5743,correct_mask/02608_Mask.jpg,correct_mask
4521,not_mask/01685.jpg,not_mask
2847,not_mask/03609.jpg,not_mask
6734,correct_mask/01834_Mask.jpg,correct_mask
12625,incorrect_mask/03957_Mask_Mouth_Chin.jpg,incorrect_mask
7988,correct_mask/00684_Mask.jpg,correct_mask
8939,correct_mask/04381_Mask.jpg,correct_mask
13026,incorrect_mask/aug_676.jpg,incorrect_mask
13299,incorrect_mask/01501_Mask_Mouth_Chin.jpg,incorrect_mask
6421,correct_mask/03449_Mask.jpg,correct_mask
7033,correct_mask/03677_Mask.jpg,correct_mask
13183,incorrect_mask/03072_Mask_Mouth_Chin.jpg,incorrect_mask
10499,incorrect_mask/00636_Mask_Mouth_Chin.jpg,incorrect_mask
1834,not_mask/04469.jpg,not_mask
9272,correct_mask/02234_Mask.jpg,correct_mask
8703,correct_mask/correct_mask_000648.jpg,correct_mask
12308,incorrect_mask/03459_Mask_Mouth_Chin.jpg,incorrect_mask
5937,correct_mask/03602_Mask.jpg,correct_mask
5459,correct_mask/correct_mask_000466.jpg,correct_mask
4801,not_mask/04655.jpg,not_mask
5493,correct_mask/02715_Mask.jpg,correct_mask
7283,correct_mask/03841_Mask.jpg,correct_mask
11926,incorrect_mask/01754_Mask_Mouth_Chin.jpg,incorrect_mask
11742,incorrect_mask/03297_Mask_Mouth_Chin.jpg,incorrect_mask
3003,not_mask/03804.jpg,not_mask
23,not_mask/00838.jpg,not_mask
13633,incorrect_mask/01861_Mask_Chin.jpg,incorrect_mask
3524,not_mask/03891.jpg,not_mask
11522,incorrect_mask/01371_Mask_Mouth_Chin.jpg,incorrect_mask
5290,correct_mask/03181_Mask.jpg,correct_mask
12892,incorrect_mask/04092_Mask_Mouth_Chin.jpg,incorrect_mask
1309,not_mask/02062.jpg,not_mask
14095,incorrect_mask/04403_Mask_Mouth_Chin.jpg,incorrect_mask
12143,incorrect_mask/00018_Mask_Mouth_Chin.jpg,incorrect_mask
3475,not_mask/01932.jpg,not_mask
789,not_mask/02544.jpg,not_mask
11634,incorrect_mask/01947_Mask_Mouth_Chin.jpg,incorrect_mask
11654,incorrect_mask/04455_Mask_Mouth_Chin.jpg,incorrect_mask
6723,correct_mask/00271_Mask.jpg,correct_mask
3284,not_mask/03493.jpg,not_mask
6196,correct_mask/02722_Mask.jpg,correct_mask
2514,not_mask/01365.jpg,not_mask
5886,correct_mask/00215_Mask.jpg,correct_mask
4385,not_mask/04940.jpg,not_mask
10721,incorrect_mask/01807_Mask_Mouth_Chin.jpg,incorrect_mask
4905,not_mask/04365.jpg,not_mask
8543,correct_mask/00797_Mask.jpg,correct_mask
12428,incorrect_mask/aug_228.jpg,incorrect_mask
14005,incorrect_mask/01249_Mask_Mouth_Chin.jpg,incorrect_mask
7744,correct_mask/03291_Mask.jpg,correct_mask
9285,correct_mask/03921_Mask.jpg,correct_mask
3688,not_mask/01749.jpg,not_mask
1395,not_mask/01053.jpg,not_mask
7626,correct_mask/04630_Mask.jpg,correct_mask
5350,correct_mask/03541_Mask.jpg,correct_mask
5006,correct_mask/correct_mask_000292.jpg,correct_mask
5125,correct_mask/03667_Mask.jpg,correct_mask
14584,incorrect_mask/00384_Mask_Mouth_Chin.jpg,incorrect_mask
7897,correct_mask/correct_mask_001298.jpg,correct_mask
6948,correct_mask/00832_Mask.jpg,correct_mask
12386,incorrect_mask/04769_Mask_Mouth_Chin.jpg,incorrect_mask
11987,incorrect_mask/04987_Mask_Mouth_Chin.jpg,incorrect_mask
9345,correct_mask/00799_Mask.jpg,correct_mask
6076,correct_mask/03543_Mask.jpg,correct_mask
9997,incorrect_mask/00529_Mask_Mouth_Chin.jpg,incorrect_mask
9246,correct_mask/01544_Mask.jpg,correct_mask
5635,correct_mask/03749_Mask.jpg,correct_mask
13842,incorrect_mask/00305_Mask_Mouth_Chin.jpg,incorrect_mask
3301,not_mask/02892.jpg,not_mask
12530,incorrect_mask/00306_Mask_Mouth_Chin.jpg,incorrect_mask
10056,incorrect_mask/00501_Mask_Mouth_Chin.jpg,incorrect_mask
10560,incorrect_mask/03601_Mask_Chin.jpg,incorrect_mask
6730,correct_mask/02594_Mask.jpg,correct_mask
712,not_mask/02965.jpg,not_mask
4279,not_mask/03417.jpg,not_mask
6926,correct_mask/correct_mask_002076.jpg,correct_mask
8573,correct_mask/03440_Mask.jpg,correct_mask
13604,incorrect_mask/01855_Mask_Mouth_Chin.jpg,incorrect_mask
1822,not_mask/02231.jpg,not_mask
12521,incorrect_mask/aug_507.jpg,incorrect_mask
